transaction_id,date,amount,merchant_raw,merchant_key,category,is_recurring,is_anomaly,pattern_tag
txn_0257,2026-06-08,-41.95,UBER EATS HELP.UBER.COM,uber_eats,dining,False,False,baseline
txn_0258,2026-06-08,-46.14,AMAZON.COM*7560 SEATTLE,amazon,shopping,False,False,baseline
txn_0259,2026-06-09,-39.05,UBER EATS HELP.UBER.COM,uber_eats,dining,False,False,baseline
txn_0260,2026-06-09,-124.08,TST* WHOLE FOODS MKT #7947 MIAMI,whole_foods,groceries,False,False,grocery_drift
txn_0261,2026-06-10,-150.31,WALMART.COM - 3248 AR,walmart,groceries,False,False,grocery_drift
txn_0262,2026-06-11,-64.48,WALMART.COM - 9149 AR,walmart,groceries,False,False,grocery_drift
txn_0263,2026-06-12,-14.68,MCDONALD'S #8770 NEW YORK,mcdonalds,dining,False,False,baseline
txn_0264,2026-06-12,-8.73,MCDONALD'S #9313 CHICAGO,mcdonalds,dining,False,False,baseline
txn_0265,2026-06-13,-33.4,UBER EATS HELP.UBER.COM,uber_eats,dining,False,False,baseline
txn_0266,2026-06-13,-15.52,CVS PHARMACY #6321 CHICAGO,cvs,healthcare,False,False,baseline
txn_0267,2026-06-13,-72.23,AMAZON MARKETPLACE 6562,amazon,shopping,False,False,baseline
txn_0268,2026-06-13,-32.74,CVS/PHARMACY #7843 SAN FRANCISCO,cvs,healthcare,False,False,baseline
txn_0269,2026-06-14,-106.41,TST* WHOLE FOODS MKT #9394 NEW YORK,whole_foods,groceries,False,False,grocery_drift
txn_0270,2026-06-14,-7.42,STARBUCKS COFFEE #6120,starbucks,dining,False,False,baseline
txn_0271,2026-06-15,3200.0,DIRECT DEPOSIT PAYROLL 2257,payroll,income,True,False,baseline
txn_0272,2026-06-15,-53.42,SHELL OIL 612957420389,shell_gas,transportation,False,False,baseline
txn_0273,2026-06-17,-5.68,STARBUCKS COFFEE #9282,starbucks,dining,False,False,baseline
txn_0274,2026-06-17,-5.71,STARBUCKS COFFEE #1510,starbucks,dining,False,False,baseline
txn_0275,2026-06-17,-5.39,SQ *SQ *STARBUCKS 1710,starbucks,dining,False,False,baseline
txn_0276,2026-06-17,-50.6,AMAZON.COM*6724 SAN FRANCISCO,amazon,shopping,False,False,baseline
txn_0277,2026-06-19,-6.69,SQ *SQ *STARBUCKS 6327,starbucks,dining,False,False,baseline
txn_0278,2026-06-20,-43.58,UBER EATS HELP.UBER.COM,uber_eats,dining,False,False,baseline
txn_0279,2026-06-22,-8.86,MCDONALD'S #6793 AUSTIN,mcdonalds,dining,False,False,baseline
txn_0280,2026-06-24,-111.74,TST* WHOLE FOODS MKT #2391 NEW YORK,whole_foods,groceries,False,False,grocery_drift
txn_0281,2026-06-25,-30.09,AMAZON.COM*9363 AUSTIN,amazon,shopping,False,False,baseline
txn_0282,2026-06-26,-8.91,MCDONALD'S #1982 SEATTLE,mcdonalds,dining,False,False,baseline
txn_0283,2026-06-27,-32.24,CVS PHARMACY #6928 NEW YORK,cvs,healthcare,False,False,baseline
txn_0284,2026-06-27,-8.6,MCDONALD'S #8075 NEW YORK,mcdonalds,dining,False,False,baseline
txn_0285,2026-06-28,-6.11,SQ *SQ *STARBUCKS 2768,starbucks,dining,False,False,baseline
txn_0286,2026-06-28,-14.41,MCDONALD'S #1842 SAN FRANCISCO,mcdonalds,dining,False,False,baseline
txn_0287,2026-06-29,-5.41,STARBUCKS COFFEE #6553,starbucks,dining,False,False,baseline
txn_0288,2026-06-29,-7.58,STARBUCKS COFFEE #4522,starbucks,dining,False,False,baseline
txn_0289,2026-06-30,-6.27,SQ *SQ *STARBUCKS 2323,starbucks,dining,False,False,baseline
txn_0290,2026-06-30,-75.0,ATT MOBILE PAYMENT 8205,att,utilities,True,False,baseline
txn_0291,2026-06-30,-95.6,ELECTRIC COMPANY BILL 5500,electric,utilities,True,False,baseline
